name|position|plus.minus|Salary.0203|Salary.0304|Salary.0506|Salary.0607|Salary.0708|Salary.0809|Salary.0910|Salary.1011|Salary.1112|Salary.1213|Salary.1314|Total
CAL_CLUTTERBUCK|R|-40|0|0|0|0|0|0.5575|0.6225|1|1.5|1.7|2|7.38
CAL_O'REILLY|C|5|0|0|0|0|0|0|0|0.575|1.05|0|0|1.625
CALE_HULSE|D|-77|1.21|0|1.14|0|0|0|0|0|0|0|0|2.35
CALLE_JOHANSSON|D|-10|2.2|0|0|0|0|0|0|0|0|0|0|2.2
CALVIN_DE HAAN|D|1|0|0|0|0|0|0|0|0|0|0.9|0.81|1.71
CAM_ATKINSON|R|15|0|0|0|0|0|0|0|0|0|0.838|0|0.838
CAM_BARKER|D|41|0|0|0.9842|0|0.68894|0.9842|3|3|2.25|0.542|0|11.44934
CAM_FOWLER|D|29|0|0|0|0|0|0|0|0|0.9|0.9|4|5.8
CAM_JANSSEN|R|-30|0|0|0|0.45|0.55|0.55|0.55|0.6|0.525|0.575|0.55|4.35
CAM_PADDOCK|C|-9|0|0|0|0|0|0.51|0|0|0|0|0|0.51
CAM_WARD|G|68|0|0|0.684|0.684|2|2.5|3.5|5|6.3|6.4|6.6|33.668
CAMERON_GAUNCE|D|-6|0|0|0|0|0|0|0|0|0.6875|0.787|0.65|2.1245
CAMERON_SCHILLING|D|-1|0|0|0|0|0|0|0|0|0|0.925|0.925|1.85
CAREY_PRICE|G|-13|0|0|0|0|0.85|0.85|0.85|0|3|5.5|5.75|16.8
CARL_GUNNARSSON|D|-66|0|0|0|0|0|0|0|0.63|1.4|1.25|0|3.28
CARL_HAGELIN|L|27|0|0|0|0|0|0|0|0|0|0.688|2.1|2.788
CARL_KLINGBERG|L|-1|0|0|0|0|0|0|0|0|0.74|0.79|0.75|2.28
CARL_SNEEP|D|1|0|0|0|0|0|0|0|0|0|0.525|0|0.525
CARLO_COLAIACOVO|D|81|1.13|0|0|0.90174|1.05|1.4|1.4|1.75|2.5|2.15|2.85|15.13174
CARSON_MCMILLAN|R|1|0|0|0|0|0|0|0|0|0|0.578|0.575|1.153
CARTER_ASHTON|R|-10|0|0|0|0|0|0|0|0|0|0.81|0.81|1.62
CARTER_CAMPER|C|1|0|0|0|0|0|0|0|0|0|0.65|0.55|1.2
CARTER_HUTTON|G|-2|0|0|0|0|0|0|0|0|0|0.525|0.55|1.075
CASEY_BORER|D|-4|0|0|0|0|0.515|0|0.5|0|0|0|0|1.015
CASEY_CIZIKAS|C|-3|0|0|0|0|0|0|0|0|0|0.79|0.9|1.69
CASEY_HANKINSON|L|0|0.4|0|0|0|0|0|0|0|0|0|0|0.4
CASEY_WELLMAN|C|-4|0|0|0|0|0|0|0|0.855|0|0.8|0.55|2.205
CEDRICK_DESJARDINS|G|3|0|0|0|0|0|0|0|0|0|0.6|0.65|1.25
CHAD_JOHNSON|G|-2|0|0|0|0|0|0|0|0|0.525|0.6|0|1.125
CHAD_KILGER|L|-91|1.12736|0.8|0.475|1.2|0.8|0|0|0|0|0|0|4.40236
CHAD_KOLARIK|C|-2|0|0|0|0|0|0|0|0|0|0.525|0|0.525
CHAD_LAROSE|R|-83|0|0|0|0.45|0.5|0.875|1.5|1.9|1.5|1.9|0|8.625
CHAD_RAU|C|-1|0|0|0|0|0|0|0|0|0|0.55|0.575|1.125
CHAD_WISEMAN|L|0|0|0|0|0|0|0|0|0|0|0.525|0|0.525
CHARLIE_COYLE|C|-2|0|0|0|0|0|0|0|0|0|0.9|0.9|1.8
CHAY_GENOWAY|D|0|0|0|0|0|0|0|0|0|0|0.55|0.6|1.15
CHRIS_BOURQUE|L|-6|0|0|0|0|0|0|0.5775|0|0|0.55|0.55|1.6775
CHRIS_BUTLER|D|-24|0|0|0|0|0|0.56|0.585|0.585|1.3|1.2|0|4.23
CHRIS_CAMPOLI|D|2|0|0|0|0.45|0.6|0.625|0.675|1.4|1.75|0|0|5.5
CHRIS_CHELIOS|D|-83|5.919506|5.936286|0.85|0.85|0.85|0.75|0|0|0|0|0|15.155792
CHRIS_CLARK|R|-65|0|0|0.6897|1.002|1.1|2.75|2.65|2.5|0|0|0|10.6917
CHRIS_CONNER|R|3|0|0|0|0|0.475|0.5|0|0.55|0.55|0.65|0.55|3.275
CHRIS_DINGMAN|L|-14|0.625|0.675|0.57|0|0|0|0|0|0|0|0|1.87
CHRIS_DRURY|C|48|2.5|3.45|2.926|3.154|7.1|7.1|8.05|8|5|1.667|0|48.947
CHRIS_GRATTON|C|-22|2|2.2|0.9|1.5|1.5|1.25|0|0|0|0|0|9.35
CHRIS_HERPERGER|L|-12|0.475|0|0|0|0|0|0|0|0|0|0|0.475
CHRIS_KELLY|C|-126|0|0|0|0.725|1.2625|2.5|2|2|2|2.5|3.5|16.4875
CHRIS_KREIDER|C|-1|0|0|0|0|0|0|0|0|0|0.9|0.9|1.8
CHRIS_KUNITZ|L|375|0|0|0.4619|0.9625|1.15|3.5|3.6|3.8|4|3.725|3.725|24.9244
CHRIS_MASON|G|8|0|0|0.45|1.25|1.25|3|3|1.6|2.1|1.25|0|13.9
CHRIS_MCALLISTER|D|-8|0.625|0.65|0.5|0|0|0|0|0|0|0|0|1.775
CHRIS_MCALPINE|D|-5|0.5|0.45|0|0|0|0|0|0|0|0|0|0.95
CHRIS_MUELLER|C|-6|0|0|0|0|0|0|0|0|0|0.55|0.6|1.15
CHRIS_OSGOOD|G|141|4|3|0.9|0.9|0.8|1.7|1.45|1.1|0|0|0|13.85
CHRIS_PHILLIPS|D|-174|1.45|1.675|1.976|2.204|3.5|3.5|3.5|3.5|2.75|3.25|3.25|30.555
CHRIS_PORTER|L|-7|0|0|0|0|0|0|0|0|0.6|0.65|0.65|1.9
CHRIS_PRONGER|D|241|9.5|9.5|6.25|6.25|6.25|6.25|6.25|7.6|7.6|7.2|7|79.65
CHRIS_SIMON|L|54|2.25|1.5|1.216|1|0.475|0|0|0|0|0|0|6.441
CHRIS_STEWART|R|53|0|0|0|0|0|0.85|0.85|2.5|3.25|3|0|10.45
CHRIS_SUMMERS|D|-12|0|0|0|0|0|0|0|0|0.85|0.803|0|1.653
CHRIS_TAMER|D|-34|1.15|1.1|0|0|0|0|0|0|0|0|0|2.25
CHRIS_TERRY|L|0|0|0|0|0|0|0|0|0|0|0.525|0.525|1.05
CHRIS_THERIEN|D|-31|2.6|2.6|0.5|0|0|0|0|0|0|0|0|5.7
CHRIS_THORBURN|R|-61|0|0|0|0.45|0.485|0.535|0.63|0.69|0.85|0.85|0.9|5.39
CHRIS_VANDEVELDE|C|-11|0|0|0|0|0|0|0|0|0|0.714|0|0.714
CHRISTIAN_BACKMAN|D|14|0.725|0|0.912|1.3|2.2|3.4|0|0|0|0|0|8.537
CHRISTIAN_BERGLUND|L|-1|0.65|0|0|0|0|0|0|0|0|0|0|0.65
CHRISTIAN_EHRHOFF|D|191|0|0|0.608|0.8|0.9|2.75|3.15|3.4|10|8|4|33.608
CHRISTIAN_HANSON|C|-5|0|0|0|0|0|0|0|0|0|0.6|0.55|1.15
CHRISTIAN_LAFLAMME|D|-2|0.5|0.35|0|0|0|0|0|0|0|0|0|0.85
CHRISTOPH_SCHUBERT|D|-13|0|0|0.45|0.525|0.85|0.9|0.9|0|0|0|0|3.625
CHRISTOPHER_TANEV|D|4|0|0|0|0|0|0|0|0.9|0.9|0.9|1.5|4.2
CHUCK_KOBASEW|R|13|1.13|0|0.90174|1.2|1.2|2|2.5|2.5|1.25|1.25|0.55|14.48174
CLARKE_MACARTHUR|L|65|0|0|0|0.6|0.625|0.5225|1.4|0|3.25|3.25|3.25|12.8975
CLARKE_WILM|C|-54|0|0|0.45|0|0|0|0|0|0|0|0|0.45
CLAUDE_GIROUX|R|130|0|0|0|0|0|0.85|0.85|0.765|2.75|3.5|5|13.715
CLAUDE_LAPOINTE|C|-25|1.2|1|0|0|0|0|0|0|0|0|0|2.2
CLAUDE_LEMIEUX|R|-12|4|2.5|0|0|0|0|0|0|0|0|0|6.5
CLAY_WILSON|D|5|0|0|0|0|0|0|0|0.5|0|0.525|0|1.025
CLAYTON_STONER|D|-14|0|0|0|0|0|0|0|0.525|0.575|1|1.1|3.2
CLIFF_RONNING|C|36|1.85|0|0|0|0|0|0|0|0|0|0|1.85
CODY_ALMOND|C|-9|0|0|0|0|0|0|0|0.585|0|0|0|0.585
CODY_BASS|C|-8|0|0|0|0|0.525|0.51|0.5|0|0|0.7|0|2.235
CODY_EAKIN|C|-1|0|0|0|0|0|0|0|0|0|0.55|0.55|1.1
CODY_FRANSON|D|79|0|0|0|0|0|0|0.525|0|0.8|0|0|1.325
CODY_GOLOUBEF|D|-3|0|0|0|0|0|0|0|0|0|0.875|0.827|1.702
CODY_HODGSON|C|14|0|0|0|0|0|0|0|0|0.7875|0.787|4.25|5.8245
CODY_MCCORMICK|C|-20|0|0|0.45|0|0.475|0.5225|0|0.5|1.4|1.2|1.2|5.7475
CODY_MCLEOD|L|-66|0|0|0|0|0.49|0.5225|0.9|1|1.2|1.15|1.15|6.4125
COLBY_ARMSTRONG|R|-62|0|0|0.77805|0.816953|1.2|1.2|2.4|3|3|1|0|13.395003
COLBY_COHEN|D|-1|0|0|0|0|0|0|0|0|0.875|0.875|0|1.75
COLBY_ROBAK|D|-2|0|0|0|0|0|0|0|0|0|0.875|0.65|1.525
COLIN_FORBES|L|-6|0.475|0|0|0|0|0|0|0|0|0|0|0.475
COLIN_FRASER|C|-77|0|0|0|0|0|0.5|0.7|0.825|0.825|0.825|0.825|4.5
COLIN_GREENING|C|21|0|0|0|0|0|0|0|0|0|0.8|0.95|1.75
COLIN_MCDONALD|R|2|0|0|0|0|0|0|0|0|0|0.7|0|0.7
COLIN_STUART|L|-10|0|0|0|0|0.475|0.475|0.5|0|0|0|0|1.45
COLIN_WILSON|C|51|0|0|0|0|0|0|0.875|0.875|0.875|1.5|2|6.125
COLTEN_TEUBERT|D|-7|0|0|0|0|0|0|0|0|0|0.787|0|0.787
COLTON_GILLIES|C|-15|0|0|0|0|0|0.875|0.875|0|0|0.65|0|2.4
COLTON_ORR|R|-33|0|0|0.45|0.495|0.525|0.55|1|1|1|1|0|6.02
COLTON_SCEVIOUR|C|-2|0|0|0|0|0|0|0|0|0|0.525|0.6|1.125
COREY_CRAWFORD|G|82|0|0|0|0|0|0|0.75|0.85|3.25|2.25|2.5|9.6
COREY_ELKINS|C|-3|0|0|0|0|0|0|0|0|0|0.7|0|0.7
COREY_PERRY|R|282|0|0|0.684|0.684|0.494|4.5|6.5|5.375|5.375|4.875|7|35.487
COREY_POTTER|D|-1|0|0|0|0|0|0|0|0|0|0.75|0.8|1.55
COREY_SCHWAB|G|6|0.55|0.55|0|0|0|0|0|0|0|0|0|1.1
COREY_TROPP|R|0|0|0|0|0|0|0|0|0|0|0.592|0|0.592
CORY_CONACHER|C|6|0|0|0|0|0|0|0|0|0|0.818|0.925|1.743
CORY_CROSS|D|-8|1.089|1.05|0.874|0|0|0|0|0|0|0|0|3.013
CORY_EMMERTON|C|-10|0|0|0|0|0|0|0|0|0.525|0.525|0.55|1.6
CORY_MURPHY|D|36|0|0|0|0|0.775|0.875|0|0|0|0|0|1.65
CORY_SARICH|D|-123|0.85|1.15|1.33|1.9|3.9|3.4|3.7|3.7|3.3|2|2|27.23
CORY_SCHNEIDER|G|58|0|0|0|0|0|0.9842|0|0.9|0.9|3.5|4|10.2842
CORY_STILLMAN|L|193|2.1|2.75|1.75|1.75|1.75|3.6|3.5|3.5|0|0|0|20.7
CRAIG_ADAMS|R|-233|0.315|0.5|0.465|0.6|0.6|0.6|0.55|0.55|0.725|0.625|0.7|6.23
CRAIG_ANDERSON|G|-24|0|0|0.45|0.65|0.525|0.575|1.5|2.125|2.75|3|3.5|15.075
CRAIG_BERUBE|L|-6|0.515|0|0|0|0|0|0|0|0|0|0|0.515
CRAIG_BILLINGTON|G|-3|0.868|0|0|0|0|0|0|0|0|0|0|0.868
CRAIG_CONROY|C|-19|2|2.2|2.394|2.394|2.85|1.1|1|0.5|0|0|0|14.438
CRAIG_JOHNSON|L|-38|0.75|0.5|0|0|0|0|0|0|0|0|0|1.25
CRAIG_MACDONALD|C|-40|0|0.4|0.5|0|0.5|0|0|0|0|0|0|1.4
CRAIG_RIVET|D|-22|1.5|2.5|2.66|2.47|3.5|3.5|3.5|3.5|0|0|0|23.13
CRAIG_SMITH|C|6|0|0|0|0|0|0|0|0|0|0.74|2|2.74
CRAIG_WELLER|R|-6|0|0|0|0|0.475|0.575|0.625|0|0|0|0|1.675
CRISTOBAL_HUET|G|98|0|0.425|0.456|3|2.75|5.625|5.625|5.625|5.625|0|0|29.131
CURTIS_BROWN|C|-68|1.533333|1.6|1.254|0.7|0.7|0|0|0|0|0|0|5.787333
CURTIS_GLENCROSS|L|-8|0|0|0|0|0.5225|1.2|1.2|1.2|2.7|2.5|2.5|11.8225
CURTIS_JOSEPH|G|27|8|8|0.9|2|0|0.7|0|0|0|0|0|19.6
CURTIS_LESCHYSHYN|D|5|2|2|0.5|0|0|0|0|0|0|0|0|4.5
CURTIS_MCELHINNEY|G|-27|0|0|0|0|0.605|0.5|0.5|0.57|0.625|0.75|0.6|4.15
CURTIS_SANFORD|G|-36|0|0|0.56|0.4728|0.6|0.65|0|0|0.6|0|0|2.8828
D.J._SMITH|D|1|0.45|0.5|0|0|0|0|0|0|0|0|0|0.95
DAINIUS_ZUBRUS|C|99|1.4|1.5|1.85|1.85|3.4|3.4|3.4|3.4|3.4|3.4|3.1|30.1
DALE_PURINTON|D|-22|0.5|0.575|0.513|0|0|0|0|0|0|0|0|1.588
DALE_WEISE|R|-14|0|0|0|0|0|0|0|0.62|0|0.615|0.75|1.985
DALLAS_DRAKE|R|-101|2.5|0.2|1.216|1.2|0.55|0|0|0|0|0|0|5.666
DALTON_PROUT|D|13|0|0|0|0|0|0|0|0|0|0.65|0.7|1.35
DAMIEN_BRUNNER|C|19|0|0|0|0|0|0|0|0|0|0.925|2.5|3.425
DAN_BLACKBURN|G|-17|1.13|1.13|0|0|0|0|0|0|0|0|0|2.26
DAN_BOYLE|D|277|0.575|2.3|2.75|3.625|3.625|6.666667|6.666667|6.667|6.666667|6.667|6.667|52.876001
DAN_BYLSMA|R|-4|0.45|0.45|0|0|0|0|0|0|0|0|0|0.9
DAN_CLOUTIER|G|35|1.125|2.5|2.45|2.55|0|0|0|0|0|0|0|8.625
DAN_ELLIS|G|-22|0|0|0|0|0.5|1.5|2|1.5|1.5|0|0.8|7.8
DAN_FOCHT|D|-30|0|0|0.45|0|0|0|0|0|0|0|0|0.45
DAN_FRITSCHE|C|-7|0|0|0|0.475|0.75|0.875|0|0|0|0|0|2.1
DAN_HAMHUIS|D|-92|0|0|0.90174|1.5|1.75|2.25|2.5|5|5|4.25|4.25|27.40174
DAN_HINOTE|R|-88|0.6|0|0.64372|1|1|1|0|0|0|0|0|4.24372
DAN_LACOUTURE|L|-32|0.55|0.6125|0|0.45|0|0|0|0|0|0|0|1.6125
DAN_SEXTON|R|-2|0|0|0|0|0|0|0|0.575|0.55|0.55|0.55|2.225
DAN_SMITH|D|1|0|0|0.475|0|0|0|0|0|0|0|0|0.475
DANA_TYRELL|C|-31|0|0|0|0|0|0|0|0|0.65|0.6|0.6|1.85
DANE_BYERS|L|-1|0|0|0|0|0|0|0|0|0.55|0.56|0|1.11
DANIEL_ALFREDSSON|R|439|4.55|5.05|4.662894|4.67651|4.69067|5.465397|7|7|4.5|1|3.5|52.095471
DANIEL_BANG|L|-4|0|0|0|0|0|0|0|0|0|0.718|0|0.718
DANIEL_BRIERE|C|354|1.35|1.6|1.938|5|10|8|8|7|7|7|3|59.888
DANIEL_CLEARY|R|18|0.85|0.4|0.45|0.65|0.675|2.5|2.5|3|3|3|1.75|18.775
DANIEL_GIRARDI|D|-63|0|0|0|0.525|0.55|1.5|1.6|3.1|3.4|3.4|3.4|17.475
DANIEL_MCGILLIS|D|1|3|3.2|2.2|0|0|0|0|0|0|0|0|8.4
DANIEL_PAILLE|L|-38|0|0|0|0.76|0.5852|0.9|1.35|1|1.15|1.3|1.3|8.3452
DANIEL_SEDIN|L|520|1.025|1.1275|1.25|3.575|3.575|3.575|6.1|6.1|6.1|6.1|6.1|44.6275
DANIEL_TJARNQVIST|D|-74|0.65|0.8|0.7|1.625|0|0.75|0|0|0|0|0|4.525
DANIEL_WINNIK|C|-113|0|0|0|0|0.525|0.51|0.6|0.9|1|1.8|1.8|7.135
DANNY_RICHMOND|D|-19|0|0|0.564|0.602|0.55|0|0|0|0|0|0|1.716
DANNY_SYVRET|D|-15|0|0|0.531|0|0|0|0.575|0|0.525|0.575|0.6|2.806
DANY_HEATLEY|L|441|1.075|1.075|3.5|4.5|5.5|10|8|8|8|6|5|60.65
DANY_SABOURIN|G|-26|0|0|0|0.45|0.5|0.525|0|0.525|0|0.525|0|2.525
DARBY_HENDRICKSON|C|-28|0.75|0.815|0|0|0|0|0|0|0|0|0|1.565
DARCY_HORDICHUK|L|-19|0.45|0|0.45|0.47|0.517|0.75|0.775|0.8|0.825|0.85|0|5.887
DARCY_KUEMPER|G|-5|0|0|0|0|0|0|0|0|0|0.74|0.9|1.64
DARCY_TUCKER|R|82|1.5|1.6|1.596|1.596|3|2.2|2.3|0|0|1|1|15.792
DARIUS_KASPARAITIS|D|-13|4.1|4.2|3.344|3.268|0|0|0|0|0|0|0|14.912
DARREN_HELM|C|-73|0|0|0|0|0|0|0.5|0.825|1|1.75|1.75|5.825
DARREN_LANGDON|L|-2|0.5|0.45|0.45|0|0|0|0|0|0|0|0|1.4
DARREN_MCCARTY|R|0|1.95|2.25|0.8|0.8|0|0.575|0|0|0|0|0|6.375
DARROLL_POWE|C|-115|0|0|0|0|0|0.5075|0.5325|0|0.95|1.1|1.15|4.24
DARRYL_BOYCE|C|-5|0|0|0|0|0|0|0|0|0.7|0|0|0.7
DARRYL_SYDOR|D|-6|3.5|3.5|2.128|2.128|2.5|2.5|1|0|0|0|0|17.256
DAVE_LOWRY|L|2|0.925|0.25|0|0|0|0|0|0|0|0|0|1.175
DAVE_SCATCHARD|C|-6|1.3|1.4|2.1|2.1|0|0|0.55|0|0|0|0|7.45
DAVID_AEBISCHER|G|77|0.5|0.55|1.9|1.9|0|0|0|0|0|0|0|4.85
DAVID_BACKES|R|85|0|0|0|0.7275|0.8025|2.5|2.5|2.5|4.5|3.75|4.75|22.03
DAVID_BOOTH|L|42|0|0|0|0.5|0.625|0.675|3.5|3.75|4.5|4.5|4.5|22.55
DAVID_CLARKSON|R|66|0|0|0|0.53|0.555|0.8|0.875|2|3|3|4.5|15.26
DAVID_DESHARNAIS|C|59|0|0|0|0|0|0|0|0|0.75|0.95|3.5|5.2
DAVID_HALE|D|-50|0|0|0|0.55|0.59|0.675|0.725|0|0|0|0|2.54
DAVID_JONES|R|-32|0|0|0|0|0|0.55|0.825|0.85|2.5|4|4|12.725
DAVID_KOCI|L|-10|0|0|0.45|0.5|0.525|0.525|0.575|0.575|0|0|0|3.15
DAVID_KREJCI|C|180|0|0|0|0|0.775|0.825|3.5|3.75|4|5.25|5.25|23.35
DAVID_LEGWAND|C|117|1.0725|1.575|1.349|1.65|2.1|5.5|5|4.5|4.5|4|3.5|34.7465
DAVID_LING|R|-9|0|0.45|0|0|0|0|0|0|0|0|0|0.45
DAVID_MCINTYRE|C|-2|0|0|0|0|0|0|0|0|0|0.578|0|0.578
DAVID_MOSS|R|9|0|0|0|0.485|0.525|0.575|1.3|1.3|1.3|2.1|2.1|9.685
DAVID_OLIVER|R|8|0|0|0.45|0|0|0|0|0|0|0|0|0.45
DAVID_PERRON|L|130|0|0|0|0|0.875|0.875|0.875|0|2.5|3|3.5|11.625
DAVID_RUNDBLAD|D|-14|0|0|0|0|0|0|0|0|0|0.9|0.7|1.6
DAVID_SAVARD|D|2|0|0|0|0|0|0|0|0|0|0.74|0.765|1.505
DAVID_SCHLEMKO|D|16|0|0|0|0|0|0|0|0.55|0.55|0.55|0|1.65
DAVID_STECKEL|C|-163|0|0|0|0|0.525|0.5|0.725|1.1|1.1|1.1|0|5.05
DAVID_TANABE|D|-14|0.55|0.9|0.95|0.9|0.6|0|0|0|0|0|0|3.9
DAVID_ULLSTROM|L|-3|0|0|0|0|0|0|0|0|0|0.688|0|0.688
DAVID_VAN DER GULIK|L|3|0|0|0|0|0|0.475|0|0|0|0.575|0|1.05
DAVID_VYBORNY|R|47|0.65|0|1.14|2.2|2.2|0|0|0|0|0|0|6.19
DAVIS_DREWISKE|D|-22|0|0|0|0|0|0|0.5375|0.6|0.625|0.6|0.625|2.9875
DAYMOND_LANGKOW|C|222|2.25|2.7|2.442|2.442|2.442|5|4.25|4.25|4.5|0|0|30.276
DEAN_ARSENE|D|-5|0|0|0|0|0|0|0.5|0|0|0|0|0.5
DEAN_MCAMMOND|L|21|1.4|1.5|0.925|0.725|0.85|0.9|0.5|0|0|0|0|6.8
DENIS_ARKHIPOV|C|-21|0.675|1|1.064|0.9|0|0|0|0|0|0|0|3.639
DENIS_GAUTHIER|D|-99|1.1|1.3|1.33|2|0|2.2|0|0|0|0|0|7.93
DENIS_GREBESHKOV|D|-6|0|0|0.874|0|0.95|1.5|3.15|0|0|0|1.5|7.974
DENIS_HAMEL|R|-10|0.5|0.5|0|0.45|0|0|0|0|0|0|0|1.45
DENIS_PEDERSON|C|-5|0.5|0|0|0|0|0|0|0|0|0|0|0.5
DENIS_TOLPEKO|C|-3|0|0|0|0|0.5|0|0|0|0|0|0|0.5
DENNIS_BONVIE|R|-1|0.4|0|0|0|0|0|0|0|0|0|0|0.4
DENNIS_SEIDENBERG|D|-18|0.7|0|0.45|0.75|0.85|1.2|2.25|3|3.25|3.25|3.5|19.2
DENNIS_WIDEMAN|D|73|0|0|0.45|0.4728|0.6|3.25|4|4|4.5|5|5|27.2728
DEREK_ARMSTRONG|C|32|0|0.5|0.76|0.76|1.4|1.6|0|0|0|0|0|5.02
DEREK_BOOGAARD|L|-8|0|0|0.45|0.525|0.75|0.85|1.025|1.7|0|0|0|5.3
DEREK_DORSETT|R|-63|0|0|0|0|0|0.485|0.51|0.55|0.575|1.5|1.4|5.02
DEREK_GRANT|C|-3|0|0|0|0|0|0|0|0|0|0.58|0.66|1.24
DEREK_JOSLIN|D|-16|0|0|0|0|0|0|0.5|0|0.65|0.7|0|1.85
DEREK_MACKENZIE|C|-12|0|0|0|0.475|0|0|0.55|0.6|0.6|1|1|4.225
DEREK_MEECH|D|-18|0|0|0|0|0.475|0.475|0.5|0.5|0.7|0.7|0|3.35
DEREK_MORRIS|D|-54|2.5|3.5|2.66|3.9|3.9|3.95|3.3|2.5|2.75|3|2.75|34.71
DEREK_ROY|C|161|0|0|0.8018|0.627|3|3.5|3.5|4|4.5|5.5|4|29.4288
DEREK_SMITH|D|-4|0|0|0|0|0|0|0|0|0|0.775|0.775|1.55
DEREK_STEPAN|C|75|0|0|0|0|0|0|0|0|0.875|0.875|0.875|2.625
DERIAN_HATCHER|D|-82|4.2|5|3.5|3.5|3.5|3.5|0|0|0|0|0|23.2
DERICK_BRASSARD|C|45|0|0|0|0|0|0.85|0.765|2.8|3|3.3|3.7|14.415
DERON_QUINT|D|-21|0|0.55|0|0|0|0|0|0|0|0|0|0.55
DERYK_ENGELLAND|D|-14|0|0|0|0|0|0|0|0.5|0.6|0.525|0.575|2.2
DEVAN_DUBNYK|G|-25|0|0|0|0|0|0|0|0.8|0.8|3.25|3.75|8.6
DEVANTE_SMITH-PELLY|R|-12|0|0|0|0|0|0|0|0|0|0.76|0.69|1.45
DEVIN_SETOGUCHI|R|128|0|0|0|0|0.85|0.85|0.765|0|2.75|3|3.25|11.465
DICK_TARNSTROM|D|1|0.475|1.1|1.6|0|2|0|0|0|0|0|0|5.175
DIETER_KOCHAN|G|-4|0.45|0|0|0|0|0|0|0|0|0|0|0.45
DIMITRI_PATZOLD|G|-2|0|0|0.526|0|0.475|0|0|0|0|0|0|1.001
DION_PHANEUF|D|160|0|0|0.9424|0.4712|0.9424|7|6.5|7|6.5|6.5|5.5|41.356
DMITRY_KULIKOV|D|9|0|0|0|0|0|0|0.9|0.9|0.9|0|3|5.7
DMITRY_ORLOV|D|8|0|0|0|0|0|0|0|0|0|0.69|0.74|1.43
DMITRY_YUSHKEVICH|D|-15|2.75|0|0|0|0|0|0|0|0|0|0|2.75
DOMINIC_MOORE|C|-147|0|0|0|0.7|0.7|0.9|1.1|0|1.2|0|1|5.6
DON_SWEENEY|D|11|1.8|0.55|0|0|0|0|0|0|0|0|0|2.35
DONALD_AUDETTE|R|25|3|3|0|0|0|0|0|0|0|0|0|6
DONALD_BRASHEAR|L|-8|1.5|2.25|1.748|1|1.1|1.2|1.5|1.3|0|0|0|11.598
DOUG_DOULL|L|1|0|0|0.506|0|0|0|0|0|0|0|0|0.506
DOUG_JANIK|D|-25|0|0|0|0.45|0.475|0.5|0|0.5|0.525|0|0|2.45
DOUG_MURRAY|D|-2|0|0|0|0.5|0.55|0.6|2.5|2.5|2.5|2.5|1.5|13.15
DOUG_WEIGHT|C|207|8.5|8.5|5.7|3.5|3.5|1.75|2|0|0|0|0|33.45
DOUGIE_HAMILTON|D|11|0|0|0|0|0|0|0|0|0|0.925|0.925|1.85
DRAKE_BEREHOWSKY|D|16|1.45|0.45|0|0|0|0|0|0|0|0|0|1.9
DRAYSON_BOWMAN|L|-6|0|0|0|0|0|0|0|0|0|0.6|0.6|1.2
DREW_BAGNALL|D|-3|0|0|0|0|0|0|0|0|0|0.625|0|0.625
DREW_DOUGHTY|D|107|0|0|0|0|0|0.875|0.875|0.875|0|6.5|6.7|15.825
DREW_MILLER|L|-53|0|0|0|0|0|0|0|0|0|0.85|1.35|2.2
DREW_SHORE|C|-10|0|0|0|0|0|0|0|0|0|0.9|0.9|1.8
DREW_STAFFORD|R|111|0|0|0|0.9842|0.9842|0.9842|1.5|2.3|4|4|4|18.7526
DUNCAN_KEITH|D|55|0|0|0.621|1|1.4|1.6|1.9|8|8|8|7.66|38.181
DUSTIN_BOYD|C|-38|0|0|0|0|0.65|0.675|0.65|0.65|0|0|0|2.625
DUSTIN_BROWN|L|155|0|0|0|1.175|1.175|2.6|2.45|3.5|3.5|3.5|3.5|21.4
DUSTIN_BYFUGLIEN|D|137|0|0|0|0|0.675|3|3|3|4.25|4.25|5.75|23.925
DUSTIN_JEFFREY|C|3|0|0|0|0|0|0|0|0.5|0.525|0.575|6.25|7.85
DUSTIN_PENNER|R|132|0|0|0.507|0.45|4.25|4.25|4.25|4.25|4.25|3.25|2|27.457
DUSTIN_TOKARSKI|G|-5|0|0|0|0|0|0|0|0|0.55|0.6|0|1.15
DUVIE_WESTCOTT|D|-30|0|0|0.5|0.5|1.1|0|0|0|0|0|0|2.1
DWAYNE_ROLOSON|G|-54|0.6|2.2|1.672|4.5|3.5|3|2|3|3|0|0|23.472
DWIGHT_KING|L|5|0|0|0|0|0|0|0|0|0|0.75|0.75|1.5
DYLAN_OLSEN|D|-8|0|0|0|0|0|0|0|0|0|0.79|0.81|1.6
DYLAN_REESE|D|-13|0|0|0|0|0|0|0|0|0|0.6|0|0.6
ED_BELFOUR|G|60|6.5|7|4.56|0.75|0|0|0|0|0|0|0|18.81
ED_JOVANOVSKI|D|61|2.8|4.5|3.99|7|7|6.5|6|6|4|4.25|4.25|56.29
EMERSON_ETEM|R|6|0|0|0|0|0|0|0|0|0|0.9|0.9|1.8
ENVER_LISIN|R|-29|0|0|0|0|0|0.85|0.79|0|0|0|0|1.64
ERIC_BELANGER|C|-98|0.65|0.7438|0.7581|1.3|1.75|1.75|1.75|0|2|2|1.25|13.9519
ERIC_BOGUNIECKI|R|34|0.4|0.6|0.5016|0.525|0|0|0|0|0|0|0|2.0266
