who,last_active,career_effect,current_effect
JAKUB_VORACEK,20132014,0.19255270767556,0.19255270767556
P.K._SUBBAN,20132014,0.192192262116721,0.192192262116721
RICK_NASH,20132014,0.192054105837065,0.192054105837065
THOMAS_VANEK,20132014,0.19103432991863,0.19103432991863
KEITH_YANDLE,20132014,0.190537626956143,0.190537626956143
TYLER_SEGUIN,20132014,0.189919425891345,0.189919425891345
TOBIAS_ENSTROM,20132014,0.189620002434457,0.189620002434457
DAYMOND_LANGKOW,20112012,0.189490130984264,0
JANNIK_HANSEN,20132014,0.188946693526131,0.188946693526131
EVGENI_MALKIN,20132014,0.186182892748743,0.186182892748743
BRENDAN_MORRISON,20112012,0.184172996731564,0
JEFF_CARTER,20132014,0.181836391889385,0.181836391889385
KIMMO_TIMONEN,20132014,0.181118485448464,0.181118485448464
DAVID_BACKES,20132014,0.178218420747001,0.178218420747001
ALEX_STEEN,20132014,0.176531572080208,0.176531572080208
NATHAN_GERBE,20132014,0.17636676856072,0.17636676856072
PAVOL_DEMITRA,20092010,0.174937668779043,0
ALEX_FROLOV,20102011,0.174406015510835,0
HENRIK_LUNDQVIST,20132014,0.17426204170276,0.17426204170276
WOJTEK_WOLSKI,20122013,0.174134259083777,0
ERIK_COLE,20132014,0.17337369833634,-0.0693609899984304
ROB_KLINKHAMMER,20132014,0.173301801650281,0.173301801650281
RYAN_MCDONAGH,20132014,0.168746430136373,0.168746430136373
MARC_SAVARD,20102011,0.168698151405445,0
KEITH_TKACHUK,20092010,0.168227171232194,0
PATRICE_BERGERON,20132014,0.166454573437855,0.166454573437855
JUSSI_JOKINEN,20132014,0.166311514336157,0.166311514336157
SIMON_GAGNE,20122013,0.165604790100414,0
IAN_COLE,20132014,0.165474252777481,0.165474252777481
JOCHEN_HECHT,20122013,0.165240283191882,0
PATRICK_SHARP,20132014,0.16391789458197,0.16391789458197
SHANE_DOAN,20132014,0.163382060532582,0.163382060532582
MATT_CULLEN,20132014,0.16296959484934,0.16296959484934
COLIN_WILSON,20132014,0.162240218832792,0.162240218832792
MARCO_STURM,20112012,0.161768433628302,0
DEREK_STEPAN,20132014,0.160124896182933,0.160124896182933
STEPHEN_WEISS,20132014,0.159648522062542,0.159648522062542
SCOTT_HARTNELL,20132014,0.159169772422703,0.159169772422703
SERGEI_KOSTITSYN,20122013,0.159156147390183,0
FERNANDO_PISANI,20102011,0.158109843840838,0
RYAN_SMYTH,20132014,0.158104422563845,0.158104422563845
JIRI_HUDLER,20132014,0.157210528208623,0.157210528208623
TRENT_HUNTER,20112012,0.156528528632078,0
JONATHAN_BERNIER,20132014,0.156266932128757,0.158321292962831
NICKLAS_BACKSTROM,20132014,0.155425813327136,0.155425813327136
JORDAN_EBERLE,20132014,0.153866761986833,0.153866761986833
MATT_CARLE,20132014,0.153029540481064,0.153029540481064
CURTIS_LESCHYSHYN,20032004,0.152810962148071,0
MIKE_RICHARDS,20132014,0.152238227609145,0.152238227609145
CLAUDE_GIROUX,20132014,0.15179984626296,0.15179984626296
JAROME_IGINLA,20132014,0.151632005387738,0.151632005387738
BEN_LOVEJOY,20132014,0.150555893181684,0.150555893181684
CHRISTIAN_BACKMAN,20082009,0.150489500003072,0
BRYAN_LITTLE,20132014,0.149730899341797,0.149730899341797
SCOTTIE_UPSHALL,20132014,0.149668036441527,0.149668036441527
BRIAN_RAFALSKI,20102011,0.149298906383232,0
PATRIK_BERGLUND,20132014,0.149121217103271,0.149121217103271
MIKE_RIBEIRO,20132014,0.148796317790016,0.148796317790016
JASON_SPEZZA,20132014,0.148422488137118,0.148422488137118
VALERI_BURE,20032004,0.146484212973129,0
DOUG_WEIGHT,20102011,0.145842753461163,0
MIKAEL_SAMUELSSON,20132014,0.145589353877656,0.145589353877656
TOMAS_PLEKANEC,20132014,0.14424124133009,0.14424124133009
PAUL_STASTNY,20132014,0.143778973898086,0.143778973898086
STEVEN_REINPRECHT,20102011,0.143310230223671,0
BRAD_BOYES,20132014,0.141626360473373,0.141626360473373
