NAME|X0203US|X0304US|X0506US|X0607US|X0708US|X0809US|X0910US|X1011US|X1112US|TOTAL
Mathieu Biron|0.9625|0.5|0.45|0|0|0|0|0|0|1.9125
Ian Moran|0.75|0.7|0.456|0|0|0|0|0|0|1.906
Drake Berehowsky|1.45|0.45|0|0|0|0|0|0|0|1.9
Andrei Nazarov|0.6|0.675|0.625|0|0|0|0|0|0|1.9
Pavel Trnka|0.9|1|0|0|0|0|0|0|0|1.9
Andrew Hutchinson|0|0|0.45|0.45|0.5|0.5|0|0|0|1.9
Evgeny Artyukhin|0|0|0|0|0|0.9|1|0|0|1.9
Matt Carkner|0|0|0|0|0|0|0.5|0.7|0.7|1.9
Jamie Benn|0|0|0|0|0|0|0.585|0.635|0.67|1.89
Jiri Tlusty|0|0|0|0|0.85|0|0|0.5|0.525|1.875
Andrew Murray|0|0|0|0|0|0.6|0.625|0.65|0|1.875
Matt Smaby|0|0|0|0|0|0.825|0.5|0.55|0|1.875
Benn Ferriero|0|0|0|0|0|0|0.635|0.635|0.605|1.875
Tanner Glass|0|0|0|0|0|0|0.5|0.625|0.75|1.875
Chris Dingman|0.625|0.675|0.57|0|0|0|0|0|0|1.87
Reed Low|0.6|0.7|0.57|0|0|0|0|0|0|1.87
Kamil Kreps|0|0|0|0|0.495|0.565|0.8|0|0|1.86
Jeff Jillson|1.025|0|0.83396|0|0|0|0|0|0|1.85896
Jaroslav Svoboda|0.9|0.5|0.456|0|0|0|0|0|0|1.856
Cliff Ronning|1.85|0|0|0|0|0|0|0|0|1.85
Pierre Andre Parenteau|0|0|0|0|0|0|0|0.6|1.25|1.85
Joel Kwiatkowski|0.425|0.45|0.45|0.5|0|0|0|0|0|1.825
Taylor Hall|0|0|0|0|0|0|0|0.9|0.9|1.8
Zenon Konopka|0|0|0|0|0|0|0.5|0.6|0.7|1.8
Tim Brent|0|0|0|0|0|0|0.525|0.575|0.7|1.8
Sergei Bobrovsky|0|0|0|0|0|0|0|0.9|0.9|1.8
Alexander Burmistrov|0|0|0|0|0|0|0|0.9|0.9|1.8
Stephane Da Costa|0|0|0|0|0|0|0|0.9|0.9|1.8
Oliver Ekman-Larsson|0|0|0|0|0|0|0|0.9|0.9|1.8
Cam Fowler|0|0|0|0|0|0|0|0.9|0.9|1.8
Erik Gustafsson|0|0|0|0|0|0|0|0.9|0.9|1.8
Marcus Johansson|0|0|0|0|0|0|0|0.9|0.9|1.8
Jacob Josefson|0|0|0|0|0|0|0|0.9|0.9|1.8
Nick Leddy|0|0|0|0|0|0|0|0.9|0.9|1.8
Andy Miele|0|0|0|0|0|0|0|0.9|0.9|1.8
Scott Parse|0|0|0|0|0|0|0|0.9|0.9|1.8
Cory Schneider|0|0|0|0|0|0|0|0.9|0.9|1.8
Tyler Seguin|0|0|0|0|0|0|0|0.9|0.9|1.8
Jeff Skinner|0|0|0|0|0|0|0|0.9|0.9|1.8
Christopher Tanev|0|0|0|0|0|0|0|0.9|0.9|1.8
Patrick Traverse|0.8425|0.95|0|0|0|0|0|0|0|1.7925
Zach Stortini|0|0|0|0|0.475|0.6|0.7|0|0|1.775
Tim Stapleton|0|0|0|0|0|0.725|0|0.525|0.525|1.775
Nick Spaling|0|0|0|0|0|0|0|0.7625|1|1.7625
Jordan Caron|0|0|0|0|0|0|0|0.86|0.9|1.76
Niko Dimitrakos|0|0.45|0.625|0.675|0|0|0|0|0|1.75
Jiri Dopita|1.75|0|0|0|0|0|0|0|0|1.75
Andrei Nikolishin|0|1.75|0|0|0|0|0|0|0|1.75
Viktor Tikhonov|0|0|0|0|0|0.875|0|0.875|0|1.75
Michael Del Zotto|0|0|0|0|0|0|0.875|0|0.875|1.75
Jordan Eberle|0|0|0|0|0|0|0|0.875|0.875|1.75
Tyler Ennis|0|0|0|0|0|0|0|0.875|0.875|1.75
Maxim Goncharov|0|0|0|0|0|0|0|0.875|0.875|1.75
Brian Lee|0|0|0|0|0|0|0|0.825|0.925|1.75
Michael Sauer|0|0|0|0|0|0|0|0.5|1.25|1.75
Kevin Shattenkirk|0|0|0|0|0|0|0|0.875|0.875|1.75
Brendan Smith|0|0|0|0|0|0|0|0.875|0.875|1.75
P.K. Subban|0|0|0|0|0|0|0|0.875|0.875|1.75
Mattias Tedenby|0|0|0|0|0|0|0|0.875|0.875|1.75
Jonathan Bernier|0|0|0|0|0|0|0|0.765|0.975|1.74
Davis Drewiske|0|0|0|0|0|0|0.5375|0.575|0.625|1.7375
Andrew Miller|0|0|0|0|0.6775|0.525|0.525|0|0|1.7275
Paul Bissonnette|0|0|0|0|0|0|0.5|0.6|0.625|1.725
Kevin Haller|1.7|0|0|0|0|0|0|0|0|1.7
Dave Karpa|1.7|0|0|0|0|0|0|0|0|1.7
Igor Korolev|1.7|0|0|0|0|0|0|0|0|1.7
Marty Murray|0.6|0.65|0|0.45|0|0|0|0|0|1.7
Jimmie Olvestad|0.925|0.775|0|0|0|0|0|0|0|1.7
Martin Prusek|0.45|0.625|0.625|0|0|0|0|0|0|1.7
Michel Ouellet|0|0|0|0.5|1.2|0|0|0|0|1.7
Danny Syvret|0|0|0|0|0|0|0.575|0.6|0.525|1.7
Chris Summers|0|0|0|0|0|0|0|0.85|0.85|1.7
Matt Jones|0|0|0|0.6|0.5225|0|0.575|0|0|1.6975
Mathieu Darche|0|0|0|0|0.475|0|0|0.5|0.7|1.675
Jeff Tambellini|0|0|0|0|0|0.55|0.625|0.5|0|1.675
Ivan Novoseltsev|0.7975|0.87725|0|0|0|0|0|0|0|1.67475
Curtis Sanford|0|0|0|0.4728|0.6|0|0|0|0.6|1.6728
Mika Noronen|0.45|0.55|0.665|0|0|0|0|0|0|1.665
Mikael Backlund|0|0|0|0|0|0|0|0.875|0.7875|1.6625
John Carlson|0|0|0|0|0|0|0|0.875|0.7875|1.6625
Lars Eller|0|0|0|0|0|0|0|0.875|0.7875|1.6625
Keaton Ellerby|0|0|0|0|0|0|0|0.875|0.7875|1.6625
Cody Hodgson|0|0|0|0|0|0|0|0.875|0.7875|1.6625
Fred Brathwaite|1.155|0.5|0|0|0|0|0|0|0|1.655
Steve Poapst|0.55|0.6|0.5|0|0|0|0|0|0|1.65
Cory Murphy|0|0|0|0|0.775|0.875|0|0|0|1.65
Boris Valabik|0|0|0|0|0|0.925|0.725|0|0|1.65
Brad Staubitz|0|0|0|0|0|0|0.5|0.55|0.6|1.65
Jay Harrison|0|0|0|0|0|0|0.5|0.5|0.65|1.65
Thomas Greiss|0|0|0|0|0|0|0.55|0.55|0.55|1.65
Grant Clitsome|0|0|0|0|0|0|0|0.55|1.1|1.65
Enver Lisin|0|0|0|0|0|0.85|0.79|0|0|1.64
Sean Brown|0.6875|0.5|0.45|0|0|0|0|0|0|1.6375
Eric Boguniecki|0|0.6|0.5016|0.525|0|0|0|0|0|1.6266
John Mitchell|0|0|0|0|0|0.475|0.5|0|0.65|1.625
Artem Chubarov|0.77|0.847|0|0|0|0|0|0|0|1.617
Ryan Parent|0|0|0|0|0|0.85|0.765|0|0|1.615
Dan Lacouture|0.55|0.6125|0|0.45|0|0|0|0|0|1.6125
Derek Dorsett|0|0|0|0|0|0.485|0|0.55|0.575|1.61
Anton Khudobin|0|0|0|0|0|0|0|0.66|0.95|1.61
Murray Baron|1.6|0|0|0|0|0|0|0|0|1.6
Brad Bombardir|0.775|0.825|0|0|0|0|0|0|0|1.6
Jamie Heward|0|0|0.45|0.675|0|0.475|0|0|0|1.6
Devan Dubnyk|0|0|0|0|0|0|0|0.8|0.8|1.6
Johan Holmqvist|0|0|0|0.6|1|0|0|0|0|1.6
Dwayne King|0|0|0|0|0.5|0.55|0.55|0|0|1.6
Jakub Kindl|0|0|0|0|0|0|0|0.75|0.85|1.6
Jamie Storr|1.595|0|0|0|0|0|0|0|0|1.595
Dale Purinton|0.5|0.575|0.513|0|0|0|0|0|0|1.588
Derek Stepan|0|0|0|0|0|0|0|0.7125|0.875|1.5875
Andreas Nodl|0|0|0|0|0|0|0|0.735|0.845|1.58
John Scott|0|0|0|0|0|0|0.55|0.5|0.525|1.575
Logan Couture|0|0|0|0|0|0|0|0.7875|0.7875|1.575
Shawn Matthias|0|0|0|0|0|0|0|0.765|0.80325|1.56825
Darby Hendrickson|0.75|0.815|0|0|0|0|0|0|0|1.565
Pierre Dagenais|0.5|0.5|0.55|0|0|0|0|0|0|1.55
Mike Eastwood|0.95|0.6|0|0|0|0|0|0|0|1.55
Andreas Johansson|0.65|0.9|0|0|0|0|0|0|0|1.55
Bill Muckalt|0.75|0.8|0|0|0|0|0|0|0|1.55
Steve Passmore|0.55|0.55|0.45|0|0|0|0|0|0|1.55
Ryan Vandenbussche|0.55|0.55|0.45|0|0|0|0|0|0|1.55
Jason Labarbera|0|0|0.75|0|0.8|0|0|0|0|1.55
Fredrik Norrena|0|0|0|0.75|0.8|0|0|0|0|1.55
Riley Cote|0|0|0|0|0.5|0.525|0.525|0|0|1.55
German Titov|1.533333|0|0|0|0|0|0|0|0|1.533333
Nikita Alexeev|0|1.075|0|0.45|0|0|0|0|0|1.525
Brett MacLean|0|0|0|0|0|0|0|0.7875|0.735|1.5225
Taylor Chorney|0|0|0|0|0|0|0.735|0.785|0|1.52
Kevin Porter|0|0|0|0|0|0|0|0.66|0.85|1.51
Lasse Pirjeta|0.5|0.55|0.456|0|0|0|0|0|0|1.506
Jamie Allison|0.625|0.4|0.475|0|0|0|0|0|0|1.5
Serge Aubin|0.5|0.55|0.45|0|0|0|0|0|0|1.5
Sylvain Cote|1.5|0|0|0|0|0|0|0|0|1.5
Ulf Dahlen|1.5|0|0|0|0|0|0|0|0|1.5
Scott Ferguson|0.5|0.55|0.45|0|0|0|0|0|0|1.5
Justin Mapletoft|0.65|0.85|0|0|0|0|0|0|0|1.5
Eric Messier|0.7|0.8|0|0|0|0|0|0|0|1.5
Mattias Weinhandl|0|0.9|0.6|0|0|0|0|0|0|1.5
Brian Mcgrattan|0|0|0.45|0.5|0.55|0|0|0|0|1.5
Jay Leach|0|0|0|0|0|0.475|0|0.5|0.525|1.5
Wade Dubielewicz|0|0|0|0.495|0.5|0.5|0|0|0|1.495
Matt Irwin|0|0|0|0|0|0|0|0.74|0.74|1.48
Stephen Peat|0.525|0.495|0.455205|0|0|0|0|0|0|1.475205
Dany Sabourin|0|0|0|0.45|0.5|0|0|0|0.525|1.475
Staffan Kronvall|0|0|0|0|0.475|0.5|0.5|0|0|1.475
Colton Gillies|0|0|0|0|0|0.875|0|0|0.6|1.475
Rob Schremp|0|0|0|0|0|0|0.715|0.75075|0|1.46575
Darren Langdon|0.5|0.5|0.45|0|0|0|0|0|0|1.45
Kip Miller|0.55|0.9|0|0|0|0|0|0|0|1.45
Joel Lundqvist|0|0|0|0|0.7|0.75|0|0|0|1.45
Erik Ersberg|0|0|0|0|0|0.7|0.75|0|0|1.45
Ed Purcell|0|0|0|0|0|0.85|0.6|0|0|1.45
Kyle Clifford|0|0|0|0|0|0|0|0.685|0.765|1.45
Drew Miller|0|0|0|0|0|0|0|0.65|0.8|1.45
Brendan Bell|0|0|0|0.45|0.495|0.5|0|0|0|1.445
Dimitri Afanasenkov|0|0|0.702879|0.738023|0|0|0|0|0|1.440902
Nigel Dawes|0|0|0|0|0|0.5875|0.85|0|0|1.4375
Yannick Weber|0|0|0|0|0|0|0|0.6375|0.8|1.4375
Jeremy Morin|0|0|0|0|0|0|0|0.715|0.715|1.43
Petr Buzek|0.71|0.71|0|0|0|0|0|0|0|1.42
Jamie McBain|0|0|0|0|0|0|0|0.685|0.735|1.42
Nick Bonino|0|0|0|0|0|0|0|0.7175|0.693|1.4105
Kevin Dallman|0|0|0.45|0.465|0.49|0|0|0|0|1.405
Jesse Boulerice|0.45|0.45|0.5016|0|0|0|0|0|0|1.4016
Nolan Baumgartner|0.475|0.475|0.45|0|0|0|0|0|0|1.4
Joel Bouchard|0|0.45|0.45|0.5|0|0|0|0|0|1.4
Brad Norton|0.45|0.475|0|0|0.475|0|0|0|0|1.4
Richard Pilon|1.4|0|0|0|0|0|0|0|0|1.4
Peter Worrell|0.6|0.8|0|0|0|0|0|0|0|1.4
Juraj Kolnik|0|0|0.45|0.95|0|0|0|0|0|1.4
Niclas Bergfors|0|0|0|0|0|0|0.5|0.9|0|1.4
Alec Martinez|0|0|0|0|0|0|0|0.6625|0.7375|1.4
Nikita Nikitin|0|0|0|0|0|0|0|0.8|0.6|1.4
Lance Ward|0.425|0.5|0.45|0|0|0|0|0|0|1.375
Anders Lindback|0|0|0|0|0|0|0|0.6375|0.7375|1.375
Tommy Wingels|0|0|0|0|0|0|0|0.6875|0.6875|1.375
Dana Tyrell|0|0|0|0|0|0|0|0.7125|0.65|1.3625
Al Montoya|0|0|0|0|0|0|0|0.75|0.601|1.351
Shjon Podein|1.35|0|0|0|0|0|0|0|0|1.35
Mike Blunden|0|0|0|0|0|0|0.735|0|0.615|1.35
Jay Mcclement|0|0|0|0.65|0.7|0|0|0|0|1.35
Jake Dowell|0|0|0|0|0|0|0|0.55|0.8|1.35
Jason Garrison|0|0|0|0|0|0|0|0.65|0.7|1.35
Henrik Karlsson|0|0|0|0|0|0|0|0.5|0.85|1.35
Tyler Sloan|0|0|0|0|0|0|0.64|0.7|0|1.34
Patrick Desrochers|0.935|0.4|0|0|0|0|0|0|0|1.335
Jamie McGinn|0|0|0|0|0|0|0|0.65|0.68|1.33
Justin Braun|0|0|0|0|0|0|0|0.6125|0.7125|1.325
Marcus Kruger|0|0|0|0|0|0|0|0.59|0.715|1.305
Jean-Luc Grand-Pierre|0.6|0.7|0|0|0|0|0|0|0|1.3
Trevor Kidd|0.65|0.65|0|0|0|0|0|0|0|1.3
Robert Kron|1.3|0|0|0|0|0|0|0|0|1.3
Noah Welch|0|0|0|0|0.55|0.75|0|0|0|1.3
Oscar Moller|0|0|0|0|0|0.6375|0|0.6625|0|1.3
David Desharnais|0|0|0|0|0|0|0|0.55|0.75|1.3
Lynn Loyns|0.41|0.43|0.45|0|0|0|0|0|0|1.29
Tomas Tatar|0|0|0|0|0|0|0|0.64|0.64|1.28
Jeff Hamilton|0|0|0|0.475|0.8|0|0|0|0|1.275
Chris Mcallister|0.625|0.65|0|0|0|0|0|0|0|1.275
Joey Crabb|0|0|0|0|0|0|0|0.525|0.75|1.275
Eric Dandenault|1.2625|0|0|0|0|0|0|0|0|1.2625
Matthew Corrente|0|0|0|0|0|0|0|0.6|0.66|1.26
Michal Grosek|0.65|0.6|0|0|0|0|0|0|0|1.25
Bill Houlder|1.25|0|0|0|0|0|0|0|0|1.25
Craig Johnson|0.75|0.5|0|0|0|0|0|0|0|1.25
Jeff DesLauriers|0|0|0|0|0|0.55|0.7|0|0|1.25
Jordan Hendry|0|0|0|0|0|0|0.65|0.6|0|1.25
Harri Sateri|0|0|0|0|0|0|0|0.5875|0.6625|1.25
Matt Beleskey|0|0|0|0|0|0|0|0.62|0.625|1.245
Jonas Frogren|0|0|0|0|0|1.23|0|0|0|1.23
Matthew Martin|0|0|0|0|0|0|0|0.615|0.615|1.23
Brandon Pirri|0|0|0|0|0|0|0|0.615|0.615|1.23
Jesse Wallin|0.726|0.5|0|0|0|0|0|0|0|1.226
Tim R. Taylor|0|0|0|0.725|0.5|0|0|0|0|1.225
Anssi Salmela|0|0|0|0|0|0|0.6|0.625|0|1.225
Darryl Boyce|0|0|0|0|0|0|0|0.525|0.7|1.225
Aaron Volpatti|0|0|0|0|0|0|0|0.6|0.625|1.225
Jhonas Enroth|0|0|0|0|0|0.585|0|0|0.625|1.21
Alexander Urbom|0|0|0|0|0|0|0|0.59|0.615|1.205
Brandon Bochenski|0|0|0.602|0|0.6|0|0|0|0|1.202
Alexander Korolyuk|0|1.2|0|0|0|0|0|0|0|1.2
Stanislav Neckar|1.2|0|0|0|0|0|0|0|0|1.2
James Patrick|0.6|0.6|0|0|0|0|0|0|0|1.2
 York|1.2|0|0|0|0|0|0|0|0|1.2
Derek MacKenzie|0|0|0|0|0|0|0|0.6|0.6|1.2
Garth Murray|0|0|0|0.575|0.625|0|0|0|0|1.2
Tyson Strachan|0|0|0|0|0|0.575|0.625|0|0|1.2
Sean Collins|0|0|0|0|0|0|0|0.675|0.525|1.2
Adam Henrique|0|0|0|0|0|0|0|0.5875|0.6125|1.2
Ben Holmstrom|0|0|0|0|0|0|0|0.575|0.625|1.2
Eric Wellwood|0|0|0|0|0|0|0|0.6|0.6|1.2
Petr Schastlivy|0.525|0.6625|0|0|0|0|0|0|0|1.1875
Matt Halischuk|0|0|0|0|0|0|0.5875|0|0.6|1.1875
Vladimir Zharkov|0|0|0|0|0|0|0|0.61|0.5775|1.1875
Jeff Taffe|0|0|0.5852|0|0|0|0|0.6|0|1.1852
Tim Kennedy|0|0|0|0|0|0|0.635|0|0.55|1.185
Ryan Stanton|0|0|0|0|0|0|0|0.5875|0.595|1.1825
Jim Mckenzie|0.525|0.65|0|0|0|0|0|0|0|1.175
Tim Wallace|0|0|0|0|0|0.475|0|0|0.7|1.175
Mathieu Perreault|0|0|0|0|0|0|0|0.65|0.525|1.175
Chris Porter|0|0|0|0|0|0|0|0.575|0.6|1.175
Sebastien Caron|0|0|0.646|0|0|0|0|0|0.525|1.171
Kelly Buchberger|0.6|0.55|0|0|0|0|0|0|0|1.15
Derek Joslin|0|0|0|0|0|0|0|0.5|0.65|1.15
Mark Letestu|0|0|0|0|0|0|0|0.5|0.65|1.15
Adam McQuaid|0|0|0|0|0|0|0|0.55|0.6|1.15
Steve Pinizzotto|0|0|0|0|0|0|0|0.55|0.6|1.15
Mark Popovic|0|0|0|0|0.535|0|0.6|0|0|1.135
Jeff Shantz|1.125|0|0|0|0|0|0|0|0|1.125
Cal O'Reilly|0|0|0|0|0|0|0.55|0.575|0|1.125
Richard Petiot|0|0|0.55|0.57|0|0|0|0|0|1.12
Braden Holtby|0|0|0|0|0|0|0|0.57|0.55|1.12
Patrick Rissmiller|0|0|0|0.52|0.595|0|0|0|0|1.115
Tommy Albelin|1.11326|0|0|0|0|0|0|0|0|1.11326
Peter Sejna|0|1.105|0|0|0|0|0|0|0|1.105
Tom Barrasso|0.9|0.2|0|0|0|0|0|0|0|1.1
Eric Chouinard|0|0.65|0.45|0|0|0|0|0|0|1.1
Patric Kjellberg|1.1|0|0|0|0|0|0|0|0|1.1
Maxim Kuznetsov|0.525|0.575|0|0|0|0|0|0|0|1.1
Fred Olausson|1.1|0|0|0|0|0|0|0|0|1.1
Corey Schwab|0.55|0.55|0|0|0|0|0|0|0|1.1
Patrick Dwyer|0|0|0|0|0|0|0|0.5|0.6|1.1
Deryk Engelland|0|0|0|0|0|0|0|0.5|0.6|1.1
David Schlemko|0|0|0|0|0|0|0|0.55|0.55|1.1
Clayton Stoner|0|0|0|0|0|0|0|0.525|0.575|1.1
Zac Rinaldo|0|0|0|0|0|0|0|0.535|0.56|1.095
Mark Fayne|0|0|0|0|0|0|0|0.53|0.555|1.085
Carter Hutton|0|0|0|0|0|0|0|0.56|0.525|1.085
Matt Ellison|0|0|0.583|0.5|0|0|0|0|0|1.083
Ryan Bayda|0|0.6|0|0|0|0.475|0|0|0|1.075
Mikael Holmqvist|0|0|0.45|0.625|0|0|0|0|0|1.075
Alexandre Bolduc|0|0|0|0|0|0|0|0.5|0.575|1.075
Blair Jones|0|0|0|0|0|0|0|0.55|0.525|1.075
John McCarthy|0|0|0|0|0|0|0|0.55|0.525|1.075
Liam Reddox|0|0|0|0|0|0.515|0|0.55|0|1.065
Matt Taormina|0|0|0|0|0|0|0|0.51|0.55|1.06
Ken Belanger|0.6|0|0.45|0|0|0|0|0|0|1.05
Jim Fahey|0|0.6|0.45|0|0|0|0|0|0|1.05
Dan Focht|0.5|0.55|0|0|0|0|0|0|0|1.05
Radovan Somik|0.45|0.6|0|0|0|0|0|0|0|1.05
Jeremy Reich|0|0|0|0|0.475|0|0.575|0|0|1.05
Craig Weller|0|0|0|0|0.475|0.575|0|0|0|1.05
Mark Flood|0|0|0|0|0|0|0.525|0|0.525|1.05
Marc-Andre Gragnani|0|0|0|0|0|0|0|0.5|0.55|1.05
Nick Johnson|0|0|0|0|0|0|0|0.5|0.55|1.05
Ben Lovejoy|0|0|0|0|0|0|0|0.525|0.525|1.05
Andrew MacDonald|0|0|0|0|0|0|0|0.5|0.55|1.05
Jamie Pushor|1.045|0|0|0|0|0|0|0|0|1.045
Andrew Desjardins|0|0|0|0|0|0|0|0.5|0.54|1.04
Jan Mursak|0|0|0|0|0|0|0|0.5|0.54|1.04
Jean-Francois Fortin|0.495|0.5445|0|0|0|0|0|0|0|1.0395
Pascal Rheaume|0.575|0|0.45|0|0|0|0|0|0|1.025
Clarke Wilm|0.575|0|0.45|0|0|0|0|0|0|1.025
John Zeiler|0|0|0|0|0.5|0.525|0|0|0|1.025
Jay Rosehill|0|0|0|0|0|0|0.5|0.525|0|1.025
Jay Beagle|0|0|0|0|0|0|0|0.5|0.525|1.025
Bryan Bickell|0|0|0|0|0|0|0|0.5|0.525|1.025
Cory Emmerton|0|0|0|0|0|0|0|0.5|0.525|1.025
Dustin Jeffrey|0|0|0|0|0|0|0|0.5|0.525|1.025
Rob Klinkhammer|0|0|0|0|0|0|0|0.5|0.525|1.025
Tom Pyatt|0|0|0|0|0|0|0|0.5|0.525|1.025
Ryan Reaves|0|0|0|0|0|0|0|0.5|0.525|1.025
Kevin Westgarth|0|0|0|0|0|0|0|0.5|0.525|1.025
Andreas Karlsson|0|0|0|0.5|0.5|0|0|0|0|1
Jason Krog|0|0.55|0|0.45|0|0|0|0|0|1
Scott Pellerin|1|0|0|0|0|0|0|0|0|1
Mark Rycroft|0|0|0.45|0.55|0|0|0|0|0|1
Wyatt Smith|0|0|0|0.5|0.5|0|0|0|0|1
P.J. Stock|0.45|0.55|0|0|0|0|0|0|0|1
Steve Thomas|1|0|0|0|0|0|0|0|0|1
Vitali Yachmenev|1|0|0|0|0|0|0|0|0|1
Nolan Yonkman|0|0|0.45|0|0|0|0|0.55|0|1
Greg Stewart|0|0|0|0|0|0.5|0.5|0|0|1
Mark Fraser|0|0|0|0|0|0|0.5|0.5|0|1
Alexei Emelin|0|0|0|0|0|0|0|0|0.9842|0.9842
Sheldon Keefe|0.975|0|0|0|0|0|0|0|0|0.975
Jamie Rivers|0|0|0.45|0.525|0|0|0|0|0|0.975
Quintin Laing|0|0|0|0|0.475|0|0.5|0|0|0.975
Andrew Wozniewski|0|0|0|0.475|0.5|0|0|0|0|0.975
Francis Wathier|0|0|0|0|0.475|0|0.5|0|0|0.975
Tim Conboy|0|0|0|0|0|0.475|0.5|0|0|0.975
J.P. Vigier|0|0|0.45|0.515|0|0|0|0|0|0.965
Milan Bartovic|0|0.5|0.45|0|0|0|0|0|0|0.95
Lee Goren|0|0.5|0.45|0|0|0|0|0|0|0.95
Denis Hamel|0|0.5|0|0.45|0|0|0|0|0|0.95
Chris Mcalpine|0.5|0.45|0|0|0|0|0|0|0|0.95
Vaclav Nedorost|0.95|0|0|0|0|0|0|0|0|0.95
Jiri Slegr|0|0|0.95|0|0|0|0|0|0|0.95
D.J. Smith|0.45|0.5|0|0|0|0|0|0|0|0.95
Ben Guite|0|0|0|0|0.475|0.475|0|0|0|0.95
Bobby Butler|0|0|0|0|0|0|0|0|0.95|0.95
Tyler Bouck|0|0|0.45|0.495|0|0|0|0|0|0.945
Jeff Hoggan|0|0|0.485|0.45|0|0|0|0|0|0.935
Gord Dwyer|0|0.484|0.45|0|0|0|0|0|0|0.934
Guillaume Lefebvre|0.475|0|0.45|0|0|0|0|0|0|0.925
Tomi Pettinen|0|0.475|0.45|0|0|0|0|0|0|0.925
Brian Swanson|0.475|0.45|0|0|0|0|0|0|0|0.925
Cody Mccormick|0|0|0.45|0|0.475|0|0|0|0|0.925
Mathias Tjarnqvist|0|0|0|0.45|0.475|0|0|0|0|0.925
John Pohl|0|0|0|0.45|0.475|0|0|0|0|0.925
Scott Arnold|0|0|0|0|0|0|0|0|0.925|0.925
J.T. Brown|0|0|0|0|0|0|0|0|0.925|0.925
Sean Couturier|0|0|0|0|0|0|0|0|0.925|0.925
Gabriel Landeskog|0|0|0|0|0|0|0|0|0.925|0.925
Adam Larsson|0|0|0|0|0|0|0|0|0.925|0.925
Connor Murphy|0|0|0|0|0|0|0|0|0.925|0.925
Ryan Nugent-Hopkins|0|0|0|0|0|0|0|0|0.925|0.925
Jeremy Welsh|0|0|0|0|0|0|0|0|0.925|0.925
Mika Zibanejad|0|0|0|0|0|0|0|0|0.925|0.925
Derrick Walser|0.44|0.475|0|0|0|0|0|0|0|0.915
Dan Bylsma|0.45|0.45|0|0|0|0|0|0|0|0.9
Craig Macdonald|0|0.4|0|0|0.5|0|0|0|0|0.9
John Moore|0|0|0|0|0|0|0|0|0.9|0.9
Shaun Van Allen|0.45|0.45|0|0|0|0|0|0|0|0.9
Mark Mowers|0|0|0.45|0.45|0|0|0|0|0|0.9
Brett Connolly|0|0|0|0|0|0|0|0|0.9|0.9
Jared Cowen|0|0|0|0|0|0|0|0|0.9|0.9
Raphael Diaz|0|0|0|0|0|0|0|0|0.9|0.9
Ryan Ellis|0|0|0|0|0|0|0|0|0.9|0.9
Brandon Gormley|0|0|0|0|0|0|0|0.9|0|0.9
Erik Gudbranson|0|0|0|0|0|0|0|0|0.9|0.9
Joey Hishon|0|0|0|0|0|0|0|0|0.9|0.9
Ryan Johansen|0|0|0|0|0|0|0|0|0.9|0.9
Nazem Kadri|0|0|0|0|0|0|0|0.9|0|0.9
Zack Kassian|0|0|0|0|0|0|0|0|0.9|0.9
Torey Krug|0|0|0|0|0|0|0|0|0.9|0.9
Robin Lehner|0|0|0|0|0|0|0|0|0.9|0.9
Nino Niederreiter|0|0|0|0|0|0|0|0|0.9|0.9
Magnus Paajarvi|0|0|0|0|0|0|0|0.9|0|0.9
Kyle Palmieri|0|0|0|0|0|0|0|0.9|0|0.9
David Rundblad|0|0|0|0|0|0|0|0|0.9|0.9
Brayden Schenn|0|0|0|0|0|0|0|0|0.9|0.9
Riley Sheahan|0|0|0|0|0|0|0|0|0.9|0.9
Mattias Sjogren|0|0|0|0|0|0|0|0|0.9|0.9
Reilly Smith|0|0|0|0|0|0|0|0|0.9|0.9
Mats Zuccarello|0|0|0|0|0|0|0|0|0.9|0.9
Justin Papineau|0|0.44|0.45|0|0|0|0|0|0|0.89
Sean Pronger|0.425|0.45|0|0|0|0|0|0|0|0.875
Tomas Surovy|0|0.425|0.45|0|0|0|0|0|0|0.875
Nikita Filatov|0|0|0|0|0|0|0.875|0|0|0.875
Zach McKelvie|0|0|0|0|0|0|0.875|0|0|0.875
Ian Cole|0|0|0|0|0|0|0|0|0.875|0.875
Matt Frattin|0|0|0|0|0|0|0|0.875|0|0.875
Travis Hamonic|0|0|0|0|0|0|0|0|0.875|0.875
Roman Josi|0|0|0|0|0|0|0|0|0.875|0.875
Ryan McDonagh|0|0|0|0|0|0|0|0|0.875|0.875
Philip McRae|0|0|0|0|0|0|0|0.875|0|0.875
Linus Omark|0|0|0|0|0|0|0|0|0.875|0.875
Patrick Wiercioch|0|0|0|0|0|0|0|0|0.875|0.875
Craig Billington|0.868|0|0|0|0|0|0|0|0|0.868
Rick Berry|0.4125|0.45375|0|0|0|0|0|0|0|0.86625
Jody Hull|0.4|0.46|0|0|0|0|0|0|0|0.86
Hans Jonsson|0.85|0|0|0|0|0|0|0|0|0.85
Dan Snyder|0.4|0.45|0|0|0|0|0|0|0|0.85
Jeremy Stevenson|0|0.4|0.45|0|0|0|0|0|0|0.85
Patrick Berglund|0|0|0|0|0|0|0.85|0|0|0.85
Jeff Petry|0|0|0|0|0|0|0|0|0.85|0.85
Sergei Shirokov|0|0|0|0|0|0|0|0.85|0|0.85
